"ids","fecha","nombre_pedido","pesos","largos"
"[8044,8047,8054,8362,8363,8364,8365,8366,8367,8368,8369,8618,8619,8620,8621,8622,8623,8624,8625,8626,8627,8913,8914,8915,8916,8917,9027]","2024-06-11","A07","1070.9","1490.7"
