"ids","fecha","nombre_pedido","pesos","largos"
"[8068,8071,8078,8378,8379,8380,8381,8382,8383,8384,8385,8638,8639,8640,8641,8642,8643,8644,8645,8646,8647,8923,8924,8925,8926,8927,9029]","2024-06-11","PedidoURL","1070.9","1490.7"
