"ids","fecha","nombre_pedido","pesos","largos"
"[8260,8263,8270,8506,8507,8508,8509,8510,8511,8512,8513,8798,8799,8800,8801,8802,8803,8804,8805,8806,8807,9003,9004,9005,9006,9007,9045]","2024-06-11","z44","107088.0","149073.0"
