"ids","fecha","nombre_pedido","pesos","largos"
"[8080,8083,8090,8386,8387,8388,8389,8390,8391,8392,8393,8648,8649,8650,8651,8652,8653,8654,8655,8656,8657,8928,8929,8930,8931,8932,9030]","2024-06-11","z2228","1070.9","1490.7"
