"ids","fecha","nombre_pedido","pesos","largos"
"[8092,8095,8102,8394,8395,8396,8397,8398,8399,8400,8401,8658,8659,8660,8661,8662,8663,8664,8665,8666,8667,8933,8934,8935,8936,8937,9031]","2024-06-11","A09","1070.9","1490.7"
